color	point	1	1	1	OK	58	58	0.368609	0.647467	0.806458	0.894935	0	0.45098	0.701961	0.0000	0.0000	0.0471	0.3529	0.5098	0.6000	0.6510	0.6824	0.6863	0.6549	0.6157	0.5412	0.4078	0.1216	0.0000	0.0000	0.0000	0.0000	0.0941	0.3882	0.5255	0.6000	0.6588	0.6706	0.6706	0.6588	0.6000	0.5255	0.3882	0.0941	0.0000	0.0000
color	point	2	2	1	OK	58	58	0.365636	0.965437	0.865896	0.647467	0.901961	0.619608	0	0.0000	0.0000	0.0471	0.3529	0.5059	0.5922	0.6431	0.6824	0.6863	0.6549	0.6118	0.5333	0.4078	0.1137	0.0000	0.0000	0.0000	0.0000	0.0863	0.3804	0.5255	0.6000	0.6549	0.6706	0.6706	0.6549	0.6000	0.5255	0.3804	0.0863	0.0000	0.0000
color	point	3	3	1	OK	58	58	0.365339	0.767745	0.897694	0.96821	0.341176	0.709804	0.909804	0.0000	0.0000	0.0431	0.3529	0.5059	0.5922	0.6431	0.6824	0.6863	0.6549	0.6118	0.5333	0.4078	0.1137	0.0000	0.0000	0.0000	0.0000	0.0863	0.3804	0.5255	0.6000	0.6549	0.6706	0.6706	0.6510	0.6000	0.5255	0.3804	0.0863	0.0000	0.0000
color	point	4	4	1	OK	58	58	0.368312	0.647467	0.865896	0.806458	0	0.619608	0.45098	0.0000	0.0000	0.0471	0.3529	0.5098	0.6000	0.6510	0.6824	0.6863	0.6549	0.6157	0.5373	0.4078	0.1216	0.0000	0.0000	0.0000	0.0000	0.0941	0.3882	0.5255	0.6000	0.6588	0.6706	0.6706	0.6588	0.6000	0.5255	0.3843	0.0941	0.0000	0.0000
color	point	5	5	1	OK	58	58	0.368609	0.944688	0.777421	0.647467	0.843137	0.368627	0	0.0000	0.0000	0.0471	0.3529	0.5098	0.6000	0.6510	0.6824	0.6863	0.6549	0.6157	0.5412	0.4078	0.1216	0.0000	0.0000	0.0000	0.0000	0.0941	0.3882	0.5255	0.6000	0.6588	0.6706	0.6706	0.6588	0.6000	0.5255	0.3882	0.0941	0.0000	0.0000
color	point	6	6	1	OK	58	58	0.36742	0.92949	0.813376	0.876957	0.8	0.470588	0.65098	0.0000	0.0000	0.0471	0.3529	0.5059	0.5922	0.6510	0.6824	0.6863	0.6549	0.6157	0.5333	0.4078	0.1216	0.0000	0.0000	0.0000	0.0000	0.0941	0.3804	0.5255	0.6000	0.6588	0.6706	0.6706	0.6588	0.6000	0.5255	0.3804	0.0941	0.0000	0.0000
color	point	7	7	1	OK	58	58	0.358205	0.983409	0.965437	0.735943	0.952941	0.901961	0.25098	0.0000	0.0000	0.0392	0.3412	0.4941	0.5843	0.6431	0.6627	0.6706	0.6510	0.6000	0.5216	0.3882	0.1137	0.0000	0.0000	0.0000	0.0000	0.0667	0.3608	0.5098	0.6000	0.6510	0.6706	0.6706	0.6510	0.6000	0.5059	0.3608	0.0667	0.0000	0.0000
color	point	8	8	1	OK	58	58	0.368609	0.647467	0.647467	0.647467	0	0	0	0.0000	0.0000	0.0471	0.3529	0.5098	0.6000	0.6510	0.6824	0.6863	0.6549	0.6157	0.5412	0.4078	0.1216	0.0000	0.0000	0.0000	0.0000	0.0941	0.3882	0.5255	0.6000	0.6588	0.6706	0.6706	0.6588	0.6000	0.5255	0.3882	0.0941	0.0000	0.0000
color	point	9	1	2	OK	58	58	0.36415	0.63585	0.800075	0.891469	0	0.45098	0.701961	0.0000	0.0000	0.0000	0.4157	0.6000	0.6000	0.6000	0.6000	0.6000	0.6000	0.6000	0.6000	0.5804	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4157	0.6000	0.6000	0.6000	0.6000	0.6000	0.6000	0.6000	0.6000	0.5804	0.0000	0.0000	0.0000
color	point	10	2	2	OK	58	58	0.36415	0.964299	0.86148	0.63585	0.901961	0.619608	0	0.0000	0.0000	0.0000	0.4157	0.6000	0.6000	0.6000	0.6000	0.6000	0.6000	0.6000	0.6000	0.5804	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4157	0.6000	0.6000	0.6000	0.6000	0.6000	0.6000	0.6000	0.6000	0.5804	0.0000	0.0000	0.0000
color	point	11	3	2	OK	58	58	0.36415	0.76009	0.894325	0.967155	0.341176	0.709804	0.909804	0.0000	0.0000	0.0000	0.4157	0.6000	0.6000	0.6000	0.6000	0.6000	0.6000	0.6000	0.6000	0.5804	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4157	0.6000	0.6000	0.6000	0.6000	0.6000	0.6000	0.6000	0.6000	0.5804	0.0000	0.0000	0.0000
