praat_version	Praat 6.6.30 (June 30 2026)
source_tree	/home/claude/EMLPraatTools
leg	onebin
onebin_bin_width	5.383301
onebin_bins_in_range	1
onebin_peak_db	80.3356
onebin_peak_freq	1001.2939
onebin_window_lo	998.0000
onebin_window_hi	1002.0000
onebin_drawn_one_bin	1
onebin_proc_bins_in_range	1
leg	twobin
twobin_bin_width	5.383301
twobin_bins_in_range	2
twobin_peak_db	80.3356
twobin_peak_freq	1001.2939
twobin_window_lo	995.0000
twobin_window_hi	1005.0000
twobin_drawn_one_bin	0
twobin_proc_bins_in_range	2
leg	zerobin
zerobin_bin_width	5.383301
zerobin_bins_in_range	0
zerobin_peak_db	-1000.0000
zerobin_peak_freq	0
zerobin_window_lo	1002.0000
zerobin_window_hi	1006.0000
zerobin_drawn_one_bin	0
zerobin_proc_bins_in_range	0
leg	onebin_long
long_bin_width	0.336456
long_bins_in_range	1
long_peak_db	88.6788
long_drawn_one_bin	1
leg	onebin_below
below_bins_in_range	1
below_peak_db	24.8545
below_floor	60.0000
below_drawn_one_bin	0
leg	dbcheck
db_binwidth	10.766602
db_naive	64.945717
db_mine	78.276803
db_praat	78.276803
db_delta	0
db_naive_gap	13.331086
db_binwidth	5.383301
db_naive	68.908317
db_mine	79.229103
db_praat	79.229103
db_delta	0
db_naive_gap	10.320786
db_binwidth	5.383301
db_naive	71.353620
db_mine	81.674407
db_praat	81.674407
db_delta	0
db_naive_gap	10.320786
db_binwidth	2.691650
db_naive	72.967587
db_mine	80.278073
db_praat	80.278073
db_delta	0
db_naive_gap	7.310486
db_binwidth	2.691650
db_naive	74.016872
db_mine	81.327358
db_praat	81.327358
db_delta	0
db_naive_gap	7.310486
leg	ltas_curve
ltas_curve_bin_width	100.0000
ltas_curve_bins_in_range	1
ltas_curve_bin_db	67.5269
leg	ltas_bars
ltas_bars_bin_width	100.0000
ltas_bars_bins_in_range	1
ltas_bars_bin_db	67.5269
leg	rec_auto
rec_auto_resolved_min	140.0000
rec_auto_resolved_max	320.0000
rec_auto_flushed	1
leg	rec_two
rec_two_spec_resolved_min	20.0000
rec_two_spec_resolved_max	95.0000
rec_two_flushed	1
leg	rec_form
rec_form_flushed	1
leg	rec_noform
rec_noform_resolved_min	150.0000
rec_noform_resolved_max	400.0000
rec_noform_flushed	1
leg	rec_pairs
rec_pairs_flushed	1
leg	native_edited
native_edited_min	120.0000
native_edited_max	500.0000
leg	native_recorded
native_recorded_min	140.0000
native_recorded_max	320.0000
leg	--shell--
rec_auto_emitted	yes
rec_auto_blockline	axisYMin  = 0.0   ; the y-axis range -- AUTO (both 0 = computed from the data) -- step 1 (draw)
rec_auto_blockline	axisYMax  = 0.0   ; on the recorded data it resolved to 140.0000 .. 320.0000
rec_auto_violin_call	axisYMin, axisYMax
rec_auto_box_call	
rec_auto_bar_call	
rec_auto_spectrum_call	
rec_auto_block_promise	1
rec_two_emitted	yes
rec_two_blockline	axisYMin  = 0.0   ; the y-axis range -- AUTO (both 0 = computed from the data) -- step 1 (draw)
rec_two_blockline	axisYMax  = 0.0   ; on the recorded data it resolved to 140.0000 .. 320.0000
rec_two_blockline	axisYMin2 = 20   ; the y-axis range -- as typed in the dialog -- step 2 (draw)
