color	violin	1	1	1	OK	143	131	0.701961	0.831373	0.909804	0	0	0	0	0	0	0	0	0	0.701961	0.831373	0.909804	0.701961	0.831373	0.909804
color	violin	2	2	1	OK	143	131	0.972549	0.890196	0.701961	0	0	0	0	0	0	0	0	0	0.972549	0.890196	0.701961	0.972549	0.890196	0.701961
color	violin	3	3	1	OK	143	131	0.8	0.909804	0.972549	0	0	0	0	0	0	0	0	0	0.8	0.909804	0.972549	0.8	0.909804	0.972549
color	violin	4	4	1	OK	143	131	0.701961	0.890196	0.831373	0	0	0	0	0	0	0	0	0	0.701961	0.890196	0.831373	0.701961	0.890196	0.831373
color	violin	5	5	1	OK	143	131	0.952941	0.811765	0.701961	0	0	0	0	0	0	0	0	0	0.952941	0.811765	0.701961	0.952941	0.811765	0.701961
color	violin	6	6	1	OK	143	131	0.941176	0.843137	0.901961	0	0	0	0	0	0	0	0	0	0.941176	0.843137	0.901961	0.941176	0.843137	0.901961
color	violin	7	7	1	OK	143	131	0.992157	0.972549	0.780392	0	0	0	0	0	0	0	0	0	0.992157	0.972549	0.780392	0.992157	0.972549	0.780392
color	violin	8	8	1	OK	143	131	0.701961	0.701961	0.701961	0	0	0	0	0	0	0	0	0	0.701961	0.701961	0.701961	0.701961	0.701961	0.701961
color	violin	9	1	2	OK	143	131	0.313827	0.621043	0.794882	0.349018	0.189133	0.10334	0.0153159	0.00829943	0.00453451	0.00990903	0.00536963	0.00293406	0	0.45098	0.701961	0.701961	0.831373	0.909804
color	violin	10	2	2	OK	143	131	0.933519	0.74058	0.313827	0.0350968	0.134538	0.349018	0.00154034	0.0059026	0.0153159	0.000995228	0.00381881	0.00990903	0.901961	0.619608	0	0.972549	0.890196	0.701961
color	violin	11	3	2	OK	143	131	0.546304	0.799218	0.937855	0.228129	0.0994408	0.0311971	0.0100121	0.00436395	0.00136883	0.00647726	0.00282343	0.000885376	0.341176	0.709804	0.909804	0.8	0.909804	0.972549
color	violin	12	4	2	OK	143	131	0.313827	0.74058	0.621043	0.349018	0.134538	0.189133	0.0153159	0.0059026	0.00829943	0.00990903	0.00381881	0.00536963	0	0.619608	0.45098	0.701961	0.890196	0.831373
color	violin	13	5	2	OK	143	131	0.892228	0.566742	0.313827	0.0545949	0.22033	0.349018	0.00239541	0.00966795	0.0153159	0.0015497	0.00625486	0.00990903	0.843137	0.368627	0	0.952941	0.811765	0.701961
color	violin	14	6	2	OK	143	131	0.863116	0.637144	0.763187	0.0701935	0.185233	0.124788	0.00308061	0.00812841	0.00547644	0.00199344	0.0052575	0.00354265	0.8	0.470588	0.65098	0.941176	0.843137	0.901961
color	violin	15	7	2	OK	143	131	0.970473	0.933519	0.487666	0.0194982	0.0350968	0.263226	0.000855226	0.00154034	0.0115498	0.000553683	0.000995228	0.00747319	0.952941	0.901961	0.25098	0.992157	0.972549	0.780392
color	violin	16	8	2	OK	143	131	0.313827	0.313827	0.313827	0.349018	0.349018	0.349018	0.0153159	0.0153159	0.0153159	0.00990903	0.00990903	0.00990903	0	0	0	0.701961	0.701961	0.701961
color	violin	17	1	3	OK	143	131	0.551465	0.749825	0.865251	0.28065	0.152075	0.0831001	0.151804	0.082269	0.0449634	0.0352793	0.0191147	0.0104412	0	0.45098	0.701961	0.701961	0.831373	0.909804
color	violin	18	2	3	OK	143	131	0.95744	0.832169	0.551465	0.028183	0.108222	0.28065	0.0152463	0.0585289	0.151804	0.00354481	0.0136059	0.0352793	0.901961	0.619608	0	0.972549	0.890196	0.701961
color	violin	19	3	3	OK	143	131	0.701601	0.866931	0.959114	0.183463	0.0799643	0.0250599	0.0992481	0.043269	0.0135364	0.0230498	0.0100456	0.00316126	0.341176	0.709804	0.909804	0.8	0.909804	0.972549
color	violin	20	4	3	OK	143	131	0.551465	0.832169	0.749825	0.28065	0.108222	0.152075	0.151804	0.0585289	0.082269	0.0352793	0.0136059	0.0191147	0	0.619608	0.45098	0.701961	0.890196	0.831373
color	violin	21	5	3	OK	143	131	0.929413	0.716734	0.551465	0.0438985	0.177196	0.28065	0.0237443	0.0958363	0.151804	0.00552577	0.022257	0.0352793	0.843137	0.368627	0	0.952941	0.811765	0.701961
color	violin	22	6	3	OK	143	131	0.910918	0.763265	0.848155	0.0564645	0.148924	0.100358	0.0305237	0.080562	0.0542767	0.00711576	0.0187333	0.0126079	0.8	0.470588	0.65098	0.941176	0.843137	0.901961
color	violin	23	7	3	OK	143	131	0.983755	0.95744	0.666899	0.0156725	0.028183	0.211662	0.00847498	0.0152463	0.114478	0.00195622	0.00354481	0.0266095	0.952941	0.901961	0.25098	0.992157	0.972549	0.780392
color	violin	24	8	3	OK	143	131	0.551465	0.551465	0.551465	0.28065	0.28065	0.28065	0.151804	0.151804	0.151804	0.0352793	0.0352793	0.0352793	0	0	0	0.701961	0.701961	0.701961
color	box	1	1	1	OK	389	61	0.701961	0.831373	0.909804	7.45085e-09	0	0	0	0	0	0	0	0	0.701961	0.831373	0.909804	0.701961	0.831373	0.909804
color	box	2	2	1	OK	389	61	0.972549	0.890196	0.701961	0	0	7.45085e-09	0	0	0	0	0	0	0.972549	0.890196	0.701961	0.972549	0.890196	0.701961
color	box	3	3	1	OK	389	61	0.8	0.909804	0.972549	0	0	0	0	0	0	0	0	0	0.8	0.909804	0.972549	0.8	0.909804	0.972549
color	box	4	4	1	OK	389	61	0.701961	0.890196	0.831373	7.45085e-09	0	0	0	0	0	0	0	0	0.701961	0.890196	0.831373	0.701961	0.890196	0.831373
color	box	5	5	1	OK	389	61	0.952941	0.811765	0.701961	0	0	7.45085e-09	0	0	0	0	0	0	0.952941	0.811765	0.701961	0.952941	0.811765	0.701961
color	box	6	6	1	OK	389	61	0.941176	0.843137	0.901961	0	0	0	0	0	0	0	0	0	0.941176	0.843137	0.901961	0.941176	0.843137	0.901961
color	box	7	7	1	OK	389	61	0.992157	0.972549	0.780392	0	0	0	0	0	0	0	0	0	0.992157	0.972549	0.780392	0.992157	0.972549	0.780392
