singer,voice_type,SPL_dB,vibrato_rate_Hz,.fitted,.resid,.std.resid,.hat
Singer_1,Soprano,98.0340347084519,6.174772098543467,5.728292750961771,0.44647934758169594,0.6889225958352548,0.06666666666666667
Singer_2,Soprano,92.5729030548189,4.797218296397444,5.728292750961771,-0.9310744545643264,-1.4366582320741736,0.06666666666666667
Singer_3,Soprano,90.98272238284767,5.879742675695982,5.728292750961771,0.15144992473421137,0.2336889171964565,0.06666666666666667
Singer_4,Soprano,92.18844306001826,6.174510937059183,5.728292750961771,0.44621818609741215,0.6885196207622543,0.06666666666666667
Singer_5,Soprano,94.20597419962805,5.834217987998455,5.728292750961771,0.10592523703668455,0.16344381808259273,0.06666666666666667
Singer_6,Soprano,92.23369751674821,4.449964794036776,5.728292750961771,-1.2783279569249943,-1.9724742458606146,0.06666666666666667
Singer_7,Soprano,93.75443841747115,6.07361417309673,5.728292750961771,0.3453214221349592,0.5328347925235388,0.06666666666666667
Singer_8,Soprano,93.31818696808875,7.055488601279325,5.728292750961771,1.3271958503175547,2.0478779485208882,0.06666666666666667
Singer_9,Soprano,96.05101007128395,5.966093714518593,5.728292750961771,0.2378009635568219,0.3669295298719588,0.06666666666666667
Singer_10,Soprano,95.70284017454394,5.91351467209776,5.728292750961771,0.18522192113598912,0.2857994830124809,0.06666666666666667
Singer_11,Soprano,97.24687903832054,6.070832221921035,5.728292750961771,0.34253947095926396,0.5285422109386846,0.06666666666666667
Singer_12,Soprano,90.34959540967547,5.802249703117605,5.728292750961771,0.07395695215583409,0.11411639919120362,0.06666666666666667
Singer_13,Soprano,91.42180152036129,5.41926772460028,5.728292750961771,-0.3090250263614909,-0.47682905041886925,0.06666666666666667
Singer_14,Soprano,99.7279365967753,4.878487643626814,5.728292750961771,-0.8498051073349568,-1.311258726008892,0.06666666666666667
Singer_15,Soprano,90.5251412145015,5.4344160204371175,5.728292750961771,-0.29387673052465324,-0.45345506157275584,0.06666666666666667
Singer_16,Mezzo,78.28472614879199,5.8022026122849395,5.524161579385172,0.27804103289976734,0.4290204041273689,0.06666666666666667
Singer_17,Mezzo,90.8706003934909,6.393151291735992,5.524161579385172,0.8689897123508201,1.340860784780903,0.06666666666666667
Singer_18,Mezzo,83.45750260022629,6.809169519290416,5.524161579385172,1.2850079399052436,1.9827815338456352,0.06666666666666667
Singer_19,Mezzo,86.2329947278319,6.660494159180309,5.524161579385172,1.1363325797951367,1.7533738007028286,0.06666666666666667
Singer_20,Mezzo,91.41215532144896,5.519543606218254,5.524161579385172,-0.0046179731669182544,-0.007125583924279376,0.06666666666666667
Singer_21,Mezzo,86.63983340490634,4.74718723342329,5.524161579385172,-0.7769743459618823,-1.1988800517128413,0.06666666666666667
Singer_22,Mezzo,91.47897793058841,4.979616967381303,5.524161579385172,-0.544544612003869,-0.8402383888118432,0.06666666666666667
Singer_23,Mezzo,89.12637023261608,4.479200669605132,5.524161579385172,-1.0449609097800403,-1.6123862982941433,0.06666666666666667
Singer_24,Mezzo,89.4660224643356,4.8952240513209375,5.524161579385172,-0.6289375280642346,-0.9704575963011112,0.06666666666666667
Singer_25,Mezzo,89.11701525827792,6.622492804196587,5.524161579385172,1.0983312248114148,1.6947372875865025,0.06666666666666667
Singer_26,Mezzo,87.43766447548167,5.211274322620847,5.524161579385172,-0.31288725676432527,-0.4827885148582578,0.06666666666666667
Singer_27,Mezzo,87.95214159401847,6.477328805196967,5.524161579385172,0.9531672258117947,1.4707476236651595,0.06666666666666667
Singer_28,Mezzo,91.59336484493448,4.275735144073655,5.524161579385172,-1.2484264353115169,-1.926335865662387,0.06666666666666667
Singer_29,Mezzo,82.86474725594447,4.96314245756826,5.524161579385172,-0.561019121816912,-0.8656587405638091,0.06666666666666667
Singer_30,Mezzo,91.37709816433464,5.026660046680692,5.524161579385172,-0.4975015327044803,-0.7676503945797282,0.06666666666666667
Singer_31,Alto,77.77551808911602,4.618922984242282,5.093126875209729,-0.47420389096744753,-0.731701874431482,0.06666666666666667
Singer_32,Alto,87.11724641263129,5.238324176214889,5.093126875209729,0.14519730100515993,0.22404104928603533,0.06666666666666667
Singer_33,Alto,83.19961013717884,5.3748779261670325,5.093126875209729,0.28175105095730313,0.434745003226156,0.06666666666666667
Singer_34,Alto,89.90364511762743,5.864056016875842,5.093126875209729,0.7709291416661124,1.1895522342933935,0.06666666666666667
Singer_35,Alto,92.70728674922609,4.799372161861753,5.093126875209729,-0.2937547133479761,-0.45326678771294976,0.06666666666666667
Singer_36,Alto,87.25998605934778,5.2763331345974676,5.093126875209729,0.18320625938773816,0.2826892945313065,0.06666666666666667
Singer_37,Alto,90.09188647004873,5.493269650183039,5.093126875209729,0.4001427749733093,0.6174247492800177,0.06666666666666667
Singer_38,Alto,79.03203193637898,5.198219948058889,5.093126875209729,0.1050930728491597,0.16215977949192564,0.06666666666666667
Singer_39,Alto,88.47071444968651,5.013090900036236,5.093126875209729,-0.08003597517349359,-0.1234963992744145,0.06666666666666667
Singer_40,Alto,81.26534424113156,4.177177909358892,5.093126875209729,-0.9159489658508377,-1.4133194348728837,0.06666666666666667
Singer_41,Alto,81.20102940641975,5.367907928937989,5.093126875209729,0.27478105372826,0.42399022003180387,0.06666666666666667
Singer_42,Alto,83.5244210741524,5.2113923321117674,5.093126875209729,0.11826545690203805,0.1824849144935785,0.06666666666666667
Singer_43,Alto,84.52028477151727,5.021662829113999,5.093126875209729,-0.07146404609573054,-0.1102698174323783,0.06666666666666667
Singer_44,Alto,77.73550825444009,4.537183657691613,5.093126875209729,-0.5559432175181165,-0.8578265638132424,0.06666666666666667
Singer_45,Alto,93.40057592970166,5.205111572694245,5.093126875209729,0.111984697484516,0.1727936329031254,0.06666666666666667
