singer,voice_type,SPL_dB,vibrato_rate_Hz,.fitted,.resid,.std.resid,.hat
Singer_1,Soprano,98.0340347084519,6.174772098543467,93.88770695556899,4.146327752882911,1.051483517922474,0.06666666666666667
Singer_2,Soprano,92.5729030548189,4.797218296397444,93.88770695556899,-1.3148039007500927,-0.33342627822358245,0.06666666666666667
Singer_3,Soprano,90.98272238284767,5.879742675695982,93.88770695556899,-2.904984572721318,-0.7366864319666301,0.06666666666666667
Singer_4,Soprano,92.18844306001826,6.174510937059183,93.88770695556899,-1.6992638955507289,-0.4309229962657957,0.06666666666666667
Singer_5,Soprano,94.20597419962805,5.834217987998455,93.88770695556899,0.31826724405905793,0.08071063875498681,0.06666666666666667
Singer_6,Soprano,92.23369751674821,4.449964794036776,93.88770695556899,-1.654009438820779,-0.4194467410828829,0.06666666666666667
Singer_7,Soprano,93.75443841747115,6.07361417309673,93.88770695556899,-0.13326853809783756,-0.03379609129308902,0.06666666666666667
Singer_8,Soprano,93.31818696808875,7.055488601279325,93.88770695556899,-0.5695199874802341,-0.14442680744340827,0.06666666666666667
Singer_9,Soprano,96.05101007128395,5.966093714518593,93.88770695556899,2.1633031157149674,0.5486005222001701,0.06666666666666667
Singer_10,Soprano,95.70284017454394,5.91351467209776,93.88770695556899,1.8151332189749496,0.46030675246516656,0.06666666666666667
Singer_11,Soprano,97.24687903832054,6.070832221921035,93.88770695556899,3.359172082751556,0.8518656240869327,0.06666666666666667
Singer_12,Soprano,90.34959540967547,5.802249703117605,93.88770695556899,-3.538111545893514,-0.8972435843962315,0.06666666666666667
Singer_13,Soprano,91.42180152036129,5.41926772460028,93.88770695556899,-2.465905435207702,-0.6253386312921231,0.06666666666666667
Singer_14,Soprano,99.7279365967753,4.878487643626814,93.88770695556899,5.840229641206307,1.481046741744183,0.06666666666666667
Singer_15,Soprano,90.5251412145015,5.4344160204371175,93.88770695556899,-3.3625657410674847,-0.8527262352101558,0.06666666666666667
Singer_16,Mezzo,78.28472614879199,5.8022026122849395,87.82074765448188,-9.536021505689888,-2.418277096598428,0.06666666666666667
Singer_17,Mezzo,90.8706003934909,6.393151291735992,87.82074765448188,3.049852739009026,0.7734241184694073,0.06666666666666667
Singer_18,Mezzo,83.45750260022629,6.809169519290416,87.82074765448188,-4.363245054255586,-1.1064924271885117,0.06666666666666667
Singer_19,Mezzo,86.2329947278319,6.660494159180309,87.82074765448188,-1.5877529266499835,-0.4026444922847308,0.06666666666666667
Singer_20,Mezzo,91.41215532144896,5.519543606218254,87.82074765448188,3.5914076669670862,0.9107591567817231,0.06666666666666667
Singer_21,Mezzo,86.63983340490634,4.74718723342329,87.82074765448188,-1.1809142495755367,-0.2994726764291874,0.06666666666666667
Singer_22,Mezzo,91.47897793058841,4.979616967381303,87.82074765448188,3.6582302761065364,0.9277049643305485,0.06666666666666667
Singer_23,Mezzo,89.12637023261608,4.479200669605132,87.82074765448188,1.305622578134205,0.3310979506096782,0.06666666666666667
Singer_24,Mezzo,89.4660224643356,4.8952240513209375,87.82074765448188,1.645274809853717,0.41723169226344303,0.06666666666666667
Singer_25,Mezzo,89.11701525827792,6.622492804196587,87.82074765448188,1.2962676037960392,0.3287255859744104,0.06666666666666667
Singer_26,Mezzo,87.43766447548167,5.211274322620847,87.82074765448188,-0.3830831790002094,-0.0971475659231225,0.06666666666666667
