r07_swceil_sev,analysis,n,5001
r07_swceil_sev,analysis,n.excluded,0
r07_swceil_sev,analysis,mean,11.65236381431416
r07_swceil_sev,analysis,sd,20.312972269284334
r07_swceil_sev,analysis,median,10.034740776416541
r07_swceil_sev,analysis,skewness,12.10517287506761
r07_swceil_sev,analysis,kurtosis,145.34190421112862
r07_swceil_sev,analysis,statistic,NA
r07_swceil_sev,analysis,p.value,NA
r07_swceil_sev,analysis,sw.usable,0
r07_swceil_sev,analysis.shapiro,refused,1
r07_swceil_sev,analysis,output.chars,1354
r07_swceil_sev,wizard,n.available,5001
r07_swceil_sev,wizard,n,5001
r07_swceil_sev,wizard,skewness,12.10517287506761
r07_swceil_sev,wizard,kurtosis,145.34190421112862
r07_swceil_sev,wizard,recommendation.code,2
r07_swceil_sev,wizard,output.chars,257

