r05_swceil,analysis,n,5001
r05_swceil,analysis,n.excluded,0
r05_swceil,analysis,mean,49.997057784164156
r05_swceil,analysis,sd,9.194164738694543
r05_swceil,analysis,median,50.15693104416212
r05_swceil,analysis,skewness,0.00023183948139370847
r05_swceil,analysis,kurtosis,-1.1216977278125586
r05_swceil,analysis,statistic,NA
r05_swceil,analysis,p.value,NA
r05_swceil,analysis,sw.usable,0
r05_swceil,analysis.shapiro,refused,1
r05_swceil,analysis,output.chars,1330
r05_swceil,wizard,n.available,5001
r05_swceil,wizard,n,5001
r05_swceil,wizard,skewness,0.00023183948139370847
r05_swceil,wizard,kurtosis,-1.1216977278125586
r05_swceil,wizard,recommendation.code,1
r05_swceil,wizard,output.chars,182

