g06_min3,analysis,n,3
g06_min3,analysis,n.excluded,0
g06_min3,analysis,mean,13.433333333333332
g06_min3,analysis,sd,3.655589327773749
g06_min3,analysis,median,12.7
g06_min3,analysis,skewness,0.8663989629882096
g06_min3,analysis,kurtosis,NA
g06_min3,analysis,statistic,0.9698179097031676
g06_min3,analysis,p.value,0.66650811181528
g06_min3,analysis,sw.usable,1
g06_min3,analysis,output.chars,1453
g06_min3,wizard,n.available,3
g06_min3,wizard,n,3
g06_min3,wizard,skewness,0.8663989629882096
g06_min3,wizard,kurtosis,NA
g06_min3,wizard,recommendation.code,1
g06_min3,wizard,output.chars,148

