d02_kurt,analysis,n,10
d02_kurt,analysis,n.excluded,0
d02_kurt,analysis,mean,51.88
d02_kurt,analysis,sd,9.3494860227121
d02_kurt,analysis,median,52.349999999999994
d02_kurt,analysis,skewness,-0.7428757710153339
d02_kurt,analysis,kurtosis,3.51721105003271
d02_kurt,analysis,statistic,0.8722992124023273
d02_kurt,analysis,p.value,0.106319122293144
d02_kurt,analysis,sw.usable,1
d02_kurt,analysis,output.chars,1443
d02_kurt,wizard,n.available,10
d02_kurt,wizard,n,10
d02_kurt,wizard,skewness,-0.7428757710153339
d02_kurt,wizard,kurtosis,3.51721105003271
d02_kurt,wizard,recommendation.code,1
d02_kurt,wizard,output.chars,144

