value,grp
10.155321607425591,G1
11.411192164445975,G1
10.862232719468953,G1
11.688132524946935,G1
11.023069357299331,G1
10.728854030154734,G1
8.689651532834471,G1
10.29153367188862,G1
6.755567589596064,G1
11.31184004387257,G1
14.71442834594378,G1
9.12976926512275,G1
8.387046239172015,G1
9.019568560810987,G1
11.489503242640986,G1
10.574338438949084,G1
13.09582659496887,G1
8.681452478431183,G1
9.994102041763334,G1
11.224573025807747,G1
11.430423827411534,G2
10.051055125123254,G2
12.168723413096913,G2
10.546499036350797,G2
9.743216045168374,G2
13.950091445804793,G2
12.013412696375118,G2
12.061126023102844,G2
9.408232780397691,G2
11.095018618144092,G2
15.452577489276816,G2
10.285946764523215,G2
12.879196354978623,G2
7.628894345183709,G2
11.50332908678383,G2
13.372610151577145,G2
13.460379082833478,G2
11.567772468898504,G2
9.45348585942881,G2
8.978861922308438,G2
26.5672541575124,G3
6.6575406737498195,G3
20.904069298148364,G3
-5.990052117289604,G3
-5.304357038567709,G3
-13.891083374461438,G3
-10.764418186760853,G3
21.880589815094304,G3
-20.352246281678404,G3
15.396255144138255,G3
23.20781466097128,G3
18.28631567441035,G3
15.22038846339199,G3
31.308160271199053,G3
31.178471178196137,G3
12.141001545527335,G3
4.268323071683371,G3
2.5217307319082565,G3
17.987362815044197,G3
55.77034775314017,G3
