value,grp
10.574397631438984,G1
11.4003204084506,G1
10.74440436003257,G1
9.0020248572306,G1
8.994278997872348,G1
10.51863581041999,G1
9.102769023934696,G1
7.327925835891491,G1
10.041451328871128,G1
8.769549953954094,G1
8.630347981524075,G1
9.360115200855923,G1
9.49518735654037,G1
11.586123663452472,G1
11.948182981730133,G1
13.128662376466615,G1
11.344871795187686,G1
9.048733189525638,G1
7.7475211641938895,G1
8.440556913404992,G1
10.13359632906403,G1
11.554400467966337,G1
10.629178768287545,G1
6.023098792957853,G1
9.524684651318733,G1
11.66214224833702,G1
11.841694404551742,G1
9.146622953092233,G1
15.046103039507027,G1
8.566232521478609,G1
13.318049311922778,G1
8.680784321621912,G1
15.31938133636499,G1
9.544760440925614,G1
12.367293090540429,G1
8.97132762737172,G1
11.181162954664181,G1
7.195467093399635,G1
9.043902658129241,G1
11.598579782912617,G1
11.168367505552617,G1
7.968293564336859,G1
11.97918393230769,G1
12.774770298404214,G1
11.966684576800345,G1
6.949380342448398,G1
12.777732828364048,G1
13.94990209975851,G1
12.55696303833164,G1
7.335834853795406,G1
10.087435111601632,G1
11.046680912491315,G1
8.047789696792911,G1
11.269440731206512,G1
11.168285445880601,G1
13.501840880032772,G1
12.973817202132446,G1
12.343750009225143,G1
9.084306497938197,G1
8.448188924151161,G1
9.083631863239095,G1
8.734966104113072,G1
11.355434517605879,G1
10.96936694713024,G1
4.635199620029718,G1
11.765004346493757,G1
7.628297370393227,G1
9.297332327755491,G1
9.782034641407888,G1
7.408519548259098,G1
10.059041863566211,G1
13.293482562294408,G1
11.685174152519993,G1
11.10527218638522,G1
13.024609574314526,G1
12.115417993239522,G1
13.129250513535574,G1
10.640901930100098,G1
12.615676748405821,G1
10.705333690455262,G1
9.760303487154951,G1
10.368602022748915,G1
8.915761584797515,G1
12.213365373003649,G1
7.440336623083455,G1
8.82373662399004,G1
11.196659220384408,G1
6.203760152151838,G1
10.864816045190166,G1
10.60607913906824,G1
9.236446891902412,G1
11.226608921694284,G1
7.201159743597444,G1
10.437185444772481,G1
11.856456146691436,G1
12.054682722022678,G1
8.235267435042854,G1
14.51174855787453,G1
10.803454522335281,G1
11.234375550527663,G1
7.137468342367519,G1
12.26422803117095,G1
8.26887234391987,G1
9.582608408671186,G1
13.855204227372734,G1
10.108136165127876,G1
10.29215906945795,G1
9.343628622948257,G1
9.575849420998567,G1
10.194978204800696,G1
11.79889365831822,G1
11.302447724999013,G1
9.571711162036985,G1
10.335488454939203,G1
12.133193594374685,G1
10.14474179472993,G1
11.90068367307894,G1
10.505839173926558,G1
7.052174647835016,G1
11.17307938325987,G1
8.592079605532883,G1
12.029751711966732,G1
12.570003362299802,G1
6.0198368878780215,G1
12.09683181133455,G1
10.005383359934338,G1
9.03162773636743,G1
9.30176305124123,G1
12.075330905557243,G1
9.291900695960871,G1
11.539586014406336,G1
10.145928019109114,G1
11.831410541644063,G1
12.035173355035424,G1
6.1766538543175615,G1
11.620790515874145,G1
11.003452059332595,G1
8.775738301507932,G1
9.315531861812708,G1
10.494963516627328,G1
13.26209461009924,G1
13.545474794427347,G1
11.314140231597516,G1
12.10620672836605,G1
8.278929932921294,G1
9.874923775478884,G1
11.10296190627578,G1
9.945023044191537,G1
7.837828295053434,G1
8.294112966529841,G1
9.22795824092619,G1
11.026640739300396,G1
7.882370875101562,G1
10.22867890323635,G1
8.667674206489387,G1
10.613859123020122,G1
8.100685660729122,G1
8.386525391116209,G1
8.7456496098307,G1
8.047903441454148,G1
9.672298775609146,G1
12.728154404782185,G1
11.368403606997976,G1
6.687335789458865,G1
9.597856591212608,G1
10.199925854385995,G1
9.096746665835493,G1
7.882917648962534,G1
14.405288562748375,G1
7.454937354039031,G1
11.084970871325945,G1
12.893135019207069,G1
12.40461512496819,G1
10.986262014608883,G1
8.24744351387293,G1
13.737949663547244,G1
10.451671303912068,G1
7.2126594117863005,G1
7.897110996893964,G1
13.685074570396692,G1
8.967914178794969,G1
9.548955861973553,G1
8.897484141796827,G1
13.005797840854145,G1
11.643839762437352,G1
12.578156362722428,G1
8.990890012622867,G1
9.380280192015746,G1
9.920335814202039,G1
7.907534395413735,G1
9.960649803494364,G1
10.904113375016655,G1
10.432691998039184,G1
12.055156178335151,G1
12.349224091608827,G1
9.567574525666059,G1
10.922549328965731,G1
10.694105407681564,G1
10.166298008023972,G1
8.539748903190103,G1
11.025862350438423,G2
11.02389807968386,G2
11.893656702087384,G2
10.377063371202324,G2
12.453159586511712,G2
11.90675440978767,G2
10.537897268353168,G2
9.095723504626912,G2
5.32268393792528,G2
9.708484336123087,G2
7.317445752869057,G2
9.145653884947281,G2
9.820831362020998,G2
9.613451253870386,G2
9.347771710296442,G2
9.336093121899815,G2
10.457493582248528,G2
11.68850153551713,G2
12.161331892641062,G2
10.489888851897225,G2
12.47763028807372,G2
7.243345280669285,G2
8.626234833986814,G2
12.450372396994098,G2
11.187859213622021,G2
7.999541594369315,G2
13.079980030835006,G2
9.677098465984388,G2
11.404916975403292,G2
9.56187008338471,G2
11.697805752550053,G2
10.409626072290648,G2
12.125982042855194,G2
10.228141176126751,G2
10.285900133465883,G2
10.970775821403661,G2
9.27003320079579,G2
11.063878847951948,G2
12.49363937715367,G2
15.190364422261911,G2
11.365928135857196,G2
10.055614961258854,G2
8.639716499098974,G2
9.38182662423338,G2
9.654002310822321,G2
11.086109209361274,G2
6.879900714920568,G2
11.461291083206046,G2
10.09716563244339,G2
11.89785256058796,G2
9.62144133175987,G2
11.041160523229662,G2
11.167157679621983,G2
9.014474051412948,G2
9.788239934243608,G2
9.747455427338743,G2
9.230962165288744,G2
11.289104387304203,G2
12.022891797117024,G2
10.799285761250866,G2
11.130429088138865,G2
7.504245526728934,G2
11.507247973097792,G2
10.245398682500099,G2
10.142280968451498,G2
7.7337794006021845,G2
11.163268721958744,G2
9.038431041472583,G2
12.603335247829387,G2
5.985358846608396,G2
12.444216688052874,G2
8.822022214156211,G2
8.095647862224983,G2
10.426177889512083,G2
11.800365678881754,G2
12.92664308374628,G2
13.239481688923572,G2
10.883411857483583,G2
8.905225656457198,G2
11.2869036567593,G2
12.768061057654387,G2
10.15882377185565,G2
10.48444207363679,G2
7.392401250771728,G2
10.807951648685084,G2
10.46538416874707,G2
9.09850324380554,G2
8.236353122303676,G2
9.803630138177212,G2
10.31086994951446,G2
5.003881274303783,G2
8.899886248478634,G2
11.79782165143578,G2
9.656927063442044,G2
10.519024394968111,G2
11.11166248692925,G2
11.81721081953133,G2
9.335413231054343,G2
11.227323571212297,G2
12.811124649510582,G2
7.839345294952708,G2
8.382379060995833,G2
14.832687345197591,G2
7.631288774189285,G2
10.019348623542497,G2
11.081511393960822,G2
11.133602287299144,G2
10.479545705933793,G2
10.729091818587536,G2
10.984058562960364,G2
10.258179387540675,G2
10.33684787257642,G2
12.686129321205051,G2
7.787651735919723,G2
8.675316141817559,G2
11.456297552035863,G2
10.32147873201698,G2
10.102687524189573,G2
10.91516746736724,G2
9.64577779774477,G2
10.952992718859122,G2
11.138605141919713,G2
13.971075606673079,G2
12.945609540735074,G2
10.034083281133924,G2
11.493067705329125,G2
9.848830754037618,G2
11.058865030314319,G2
14.850162782873625,G2
11.372863146749822,G2
10.139630235471731,G2
9.683875234886886,G2
9.348346953706736,G2
7.871998040112975,G2
11.888505867497521,G2
11.315224734846268,G2
13.965654645399592,G2
9.480574659289644,G2
7.90562042712806,G2
9.369564443694461,G2
10.423369858774178,G2
8.911047682200653,G2
11.965198618047216,G2
11.39844479770474,G2
6.443308278865047,G2
12.655896608848966,G2
12.660117078159512,G2
11.404580081708671,G2
10.80771693868548,G2
8.84635199750451,G2
8.202539718886143,G2
9.066729273610425,G2
9.397937672968222,G2
9.604775379055605,G2
10.5326630493192,G2
10.698734332631446,G2
9.835732467066395,G2
13.388111284050641,G2
15.204984998063104,G2
9.85960295073141,G2
10.854537004746359,G2
2.9342032924520343,G2
8.269636484798031,G2
7.4518266820326335,G2
9.427847566246761,G2
8.902534010021983,G2
10.800683856053094,G2
11.882001048290773,G2
11.176689647739234,G2
12.163306682031166,G2
10.785504558529837,G2
9.217566176791655,G2
10.708053867242928,G2
11.479858295579797,G2
8.638158516729215,G2
7.112936119469392,G2
13.342307957977077,G2
12.803545337080717,G2
12.841225121827666,G2
13.233502360884009,G2
9.76145987974464,G2
10.279605338226848,G2
9.169353488904294,G2
8.505642937447806,G2
16.489801238454913,G2
10.932025652095628,G2
12.090303041444994,G2
9.401964967350226,G2
13.461948142122928,G2
10.097497458086192,G2
10.632662470424757,G2
12.800412912414787,G2
11.811401662238307,G2
11.006268558356055,G2
8.838334761295728,G2
9.444863207777187,G2
11.575792426466215,G2
11.261626436857508,G2
11.846329617140409,G2
8.454430930066215,G2
12.247658707243327,G3
6.133022618241744,G3
10.376346173292294,G3
9.54440074187827,G3
12.038707914813678,G3
10.207836338050058,G3
9.214126359452315,G3
8.212480851899215,G3
8.387529417011697,G3
7.933588777304618,G3
11.259836349880315,G3
10.130619314109817,G3
12.858942053689525,G3
12.481166702748066,G3
8.682530203065921,G3
12.42357084978447,G3
5.953926094504589,G3
13.316075172407471,G3
12.573194937837124,G3
12.114799205960795,G3
10.379308818445601,G3
10.566599981382309,G3
12.401551784394927,G3
10.359276401499086,G3
11.376622188911231,G3
9.693699061341693,G3
8.726181821217398,G3
12.981885318112747,G3
11.047627325900292,G3
13.542270586119718,G3
13.390084138526932,G3
9.945132960785728,G3
10.523009068979423,G3
10.176136059855391,G3
11.559016615822587,G3
9.386969499861209,G3
9.412500257424801,G3
10.160772670299263,G3
12.213765125184635,G3
11.993784431281902,G3
10.922311324448316,G3
10.63250047354063,G3
9.115818575607486,G3
11.456123833533786,G3
8.642619493221128,G3
12.258901268409158,G3
8.83748089280142,G3
12.325571436225347,G3
11.870979759302665,G3
11.318209165433947,G3
12.289980220526571,G3
8.89698254608111,G3
9.88622155368941,G3
9.35571056188453,G3
11.066342679881377,G3
9.892739747169802,G3
11.165568931088828,G3
9.981154348721635,G3
10.65299627507759,G3
11.83525895823268,G3
14.084523265696284,G3
11.220064892537655,G3
8.703291198428698,G3
11.885124036881262,G3
9.4042854745233,G3
12.475202502191305,G3
14.391050466950347,G3
6.814140905500185,G3
12.421769036858368,G3
11.970851572676233,G3
10.855362876286973,G3
10.983361172756842,G3
8.799083604395758,G3
10.962209457515275,G3
9.929525947496723,G3
13.208831999956601,G3
12.080404097859539,G3
8.712137039265407,G3
9.769179689531043,G3
