singer,voice_type,SPL_dB,vibrato_rate_Hz
Singer_1,Soprano,101.34559950930718,5.9996120657440555
Singer_2,Soprano,86.48769675422876,6.415890524174805
Singer_3,Soprano,95.39994581578986,6.185732470258317
Singer_4,Soprano,86.73015286782935,6.055701749535134
Singer_5,Soprano,92.1487044856828,4.571140394814537
Singer_6,Soprano,97.12779605346537,6.042746190592032
Singer_7,Soprano,97.32402448612889,6.610170987716056
Singer_8,Soprano,82.74472576110732,5.851017591440796
Singer_9,Soprano,95.5910720813307,5.05094067577399
Singer_10,Soprano,91.59849401321817,5.915617025858183
Singer_11,Soprano,91.81866120145175,5.951325267837572
Singer_12,Soprano,87.08022415047128,5.396478330409047
Singer_13,Soprano,90.20977345614091,5.838322916628946
Singer_14,Soprano,90.35051226880272,6.211449924865761
Singer_15,Soprano,85.6992881597154,6.34599427904063
Singer_16,Mezzo,85.0156650875576,5.008555697375828
Singer_17,Mezzo,84.67874774987575,3.7353809228425146
Singer_18,Mezzo,92.41750734521204,4.666703019571687
Singer_19,Mezzo,83.27393606038753,6.503687483553006
Singer_20,Mezzo,87.71422169519545,5.270258578897332
Singer_21,Mezzo,102.28409892775215,5.497410887426891
Singer_22,Mezzo,82.57807953060997,5.345341300360956
Singer_23,Mezzo,96.38032741885036,5.610988818861225
Singer_24,Mezzo,91.6121494261587,5.740714317949489
Singer_25,Mezzo,86.87480761502408,5.674329557356824
Singer_26,Mezzo,83.93463798413998,5.585340671579517
Singer_27,Mezzo,81.52555934153118,4.923845864870156
Singer_28,Mezzo,90.81909001469533,5.348887813601218
Singer_29,Mezzo,93.07014011650301,3.916724873986627
Singer_30,Mezzo,94.40098804675125,5.529995008296713
Singer_31,Alto,86.18023034602317,4.39855780800902
Singer_32,Alto,81.74118858663142,4.396507365736668
Singer_33,Alto,81.03609995080095,4.963450398524953
Singer_34,Alto,88.32789963933371,5.344424233987043
Singer_35,Alto,83.75869587311792,5.388663378504912
Singer_36,Alto,82.61418005184849,4.032026742590257
Singer_37,Alto,86.11038291576338,5.952521816811513
Singer_38,Alto,88.52200711254402,4.575384207411208
Singer_39,Alto,81.01160748123803,5.800910300188124
Singer_40,Alto,83.10433490675827,5.480642430131638
Singer_41,Alto,82.72417384627741,5.548202259533805
Singer_42,Alto,86.3964039676316,5.095881532815868
Singer_43,Alto,84.31566375901524,3.8847690441162275
Singer_44,Alto,91.0618569006608,4.765768110677329
Singer_45,Alto,85.878121394189,5.959518124551456
