value,grp
10.397132835840267,G1
8.62650094644263,G1
10.626125618636069,G1
9.710650686929295,G1
10.600490537544742,G1
12.075763818910135,G1
11.641166034510883,G1
10.121899319593107,G1
10.250984314720295,G1
11.800046969276005,G1
9.66441334026534,G1
9.207462515487435,G1
9.078263869714052,G1
11.080855631237608,G1
10.09202905785626,G1
9.553451067297832,G1
9.47272615582853,G1
11.032913167889907,G1
11.701109229513705,G2
11.862357158311857,G2
11.24353998742528,G2
12.3523990580262,G2
11.97525211165138,G3
12.494872319709755,G3
12.185244738637978,G3
12.284888245138513,G3
12.08481927047273,G3
11.933529504535844,G3
12.57718027590595,G3
12.095840245174351,G3
11.619658112743648,G3
11.727819682837188,G3
11.888461387160062,G3
11.081874871509928,G4
7.945521284856514,G4
20.031654404217946,G4
12.312850569343915,G4
9.487907578629548,G4
11.423239720181353,G4
10.258667509316973,G4
12.87429815698503,G5
14.451422140775094,G5
13.17960957621332,G5
15.232713650802914,G5
14.943694254518329,G5
13.804306674791523,G5
14.088400539672623,G5
15.539964192076216,G5
11.601106693418709,G5
13.6164183983822,G5
14.004409279351085,G5
13.798190812252864,G5
13.035639457002592,G5
13.311760965674317,G5
13.36471242077576,G5
15.456624345998668,G5
13.702459258316903,G5
14.124394092194235,G5
15.055562200196984,G5
15.09765552494664,G5
12.662966583603929,G5
13.31958509063145,G5
13.718427960443151,G5
15.62489988764763,G5
15.323953867187093,G5
