value,grp
9.301413870077301,G1
8.75650405533624,G1
9.72395104771951,G1
8.340948192519448,G1
11.333791250752403,G1
11.157385740160008,G1
10.93188137411337,G1
9.925549444661742,G1
11.000386465005068,G1
9.890255835490844,G1
7.716583801168957,G1
12.34923723435475,G1
10.782766682517515,G1
10.188166922630845,G1
8.902904802427472,G1
11.085745507421933,G1
9.6898994103337,G1
10.14910195760804,G1
10.58532875605541,G1
10.60241207845433,G1
6.903950276095794,G2
12.763147950123884,G2
13.256646010394668,G2
7.409900647350073,G2
9.830612800837493,G2
