--run--	praat_version	Praat 6.6.30 (June 30 2026)
--run--	source_tree	/home/claude/repo
--run--	host	vm
--run--	legs_requested	subjects4 timeswitch subjects_ci meas2 meas2_rep meas3_refuse none_refuse seven script_refuse long_meas2 long_meas3_refuse long_titled wide_titled rec_subjects4 rec_meas2 rec_long_meas2
--run--	code_sha256_eml-graphs-form	fd5e13ac332a5277f84607fd28055cb6dc8f4f14f2c2f8e37558e33157870040
--run--	code_sha256_eml-graph-procedures	8ba64e46aa591e1ec885c4c6a62e2403f60e3d72e129b17072f617a1c7157a72
--run--	code_sha256_eml-draw-procedures	8a32e7b6d0198fa1d478db39d124c197417f348eb0932e98ae1e775ec2bf2540
--run--	code_sha256_eml-record	5f532945d2cd540c7da246544a4cc16046e205fb39c7cf37f385774bf0d32533
--run--	compositor	running
subjects4	leg_started	1
subjects4	ink_empty	0.000687143
subjects4	s1_title	EML Graphs
subjects4	s1_want	EML Graphs
subjects4	s1_shown	[S) Figure
subjects4	s1_shown	Graph type: Line Chart (+Cl) v
subjects4	s1_shown	Title (blank = auto from table and
subjects4	s1_shown	columns):
subjects4	s1_shown	Subtitle:
subjects4	s1_shown	Colormode: Color v
subjects4	s1_shown	Figure size (w x h, inches): ¢ 4
subjects4	s1_shown	' Page
subjects4	s1_shown	Untick Erase to add this figure to the page already drawn.
subjects4	s1_shown	Erase page first
subjects4	s1_shown	Panel origin (x/y, inches): 0
subjects4	s1_shown	Undo Quit Continue
subjects4	s2_title	Line Chart -- What the lines are
subjects4	s2_want	Line Chart -- What the lines are
subjects4	s2_shown	{-] Columns — what do the columns bu7*7> 4h 450 bmn ttn
subjects4	s2_shown	The other columns hold: The same measurement, on different subjects or groups w
subjects4	s2_shown	Same measurement: four singers' FO — one shared vertical axis.
subjects4	s2_shown	Different measurements: FO and contact quotient — each its own scale.
subjects4	s2_shown	Undo Go Back Quit Continue
subjects4	s3_title	Line Chart -- Column Mapping
subjects4	s3_want	Line Chart -- Column Mapping
subjects4	s3_shown	[-] Columns
subjects4	s3_shown	Time column: time Vv
subjects4	s3_shown	Every numeric column is drawn. Untick any you do not want.
subjects4	s3_shown	Series 1 (S1)
subjects4	s3_shown	Series 2 (S2)
subjects4	s3_shown	Series 3 (S3)
subjects4	s3_shown	Series 4 (S4)
subjects4	s3_shown	 Y axis
subjects4	s3_shown	Y axis label:
subjects4	s3_shown	£2 Layout
subjects4	s3_shown	Line style: Solid Vv
subjects4	s3_shown	Undo Go Back Quit Advanced Draw
subjects4	s4_title	Graph Complete
subjects4	s4_want	Graph Complete
subjects4	s4_ink	0.00574286
subjects4	s4_shown	| Graph has been drawn in the Picture window.
subjects4	s4_shown	What would you like to do?
subjects4	s4_shown	Done Save Redraw
subjects4	steps	4
subjects4	wait_seconds	0
subjects4	windows_at_exit	[Praat Objects][Praat Picture][Praat Info]
subjects4	exited	no
subjects4	leg_object	1
subjects4	leg_returned	subjects4
subjects4	series_role	subjects
subjects4	n_series	4
subjects4	series_cols	S1,S2,S3,S4
subjects4	time_col	time
subjects4	value_col	eml_value
subjects4	group_col	eml_series
subjects4	right_col	
subjects4	second_axis	0
subjects4	ci_accepted	0
subjects4	repeats_found	0
subjects4	max_per_point	1
subjects4	ci_offered	0
subjects4	shape	1
subjects4	level_mode	0
subjects4	level_name_col	
subjects4	long_value_col	
subjects4	n_numeric	4
subjects4	n_text	0
subjects4	y_label	
subjects4	axis_y_min	50
subjects4	axis_y_max	722.7071716977504
subjects4	axis_x_min	0.56
subjects4	axis_x_max	12.44
