case,row,x,y,used,fitted,resid,hat,std.resid,cooksd,old.std.resid
committed,1,9.651693900956824,71.79068633953113,1,72.36741088106248,-0.5767245415313482,0.04994728965138551,-0.08364663154446045,0.00018392092513692626,-0.08153091329000556
committed,2,9.441194418280608,74.20982019376142,1,71.81543355009157,2.394386643669847,0.05158097427067933,0.3475745964834301,0.0032851510434533174,0.3384918028794906
committed,3,12.00793862171911,89.46372210407873,1,78.5460183319947,10.917703772084025,0.04013325601343883,1.5753596176023714,0.051882736214299695,1.5434237586009951
committed,4,15.943628765089343,88.97407343942034,1,88.86628949488176,0.10778394453858198,0.05843246761681066,0.015702984817473245,7.65133431738145e-06,0.015237297537046519
committed,5,22.555956255221613,100,1,106.20531015709804,-6.20531015709804,0.18688868751256266,-0.972842122588162,0.10876464542707796,-0.8772378630057851
committed,6,21.117782798062436,100,1,102.4340935428654,-2.434093542865398,0.14852469425348153,-0.37291092804569165,0.012128492808141666,-0.344105123489589
committed,7,1.8588664833914819,46.48800584016934,1,51.93285197394639,-5.444846133777048,0.19320624082877527,-0.8569554027910041,0.08793161854001838,-0.7697319015273234
committed,8,10.017335729243493,80.38833524923822,1,73.32620658879084,7.062128660447385,0.04740467223867146,1.0229049415485387,0.02603474082895041,0.9983653512107423
committed,9,5.952358831420448,68.9085232740159,1,62.66691626659059,6.241607007425316,0.09673894979756598,0.9284182175468082,0.04615783142378497,0.8823691087628595
committed,10,3.8403014836155016,46.092069658324995,1,57.12862342673563,-11.036553768410634,0.14064888662003613,-1.683069446814166,0.2318140376428408,-1.5602254516922809
committed,11,18.633253822973792,97.46484045573558,1,95.91909571506191,1.545744740673669,0.09590237890109252,0.22981797255436118,0.0028012510736457725,0.21852023166157705
committed,12,15.479023990584466,77.86956229132576,1,87.647990522708,-9.778428231382236,0.054012977215326816,-1.4212822686998585,0.05766915899693996,-1.3823656300952345
committed,13,21.373719295179896,100,1,103.10521701918404,-3.105217019184039,0.1549280323753062,-0.477528157271831,0.020902791243238402,-0.43898111022900194
committed,14,11.386910879023658,74.30513589063216,1,76.91754290054106,-2.6124070099089067,0.04121022245674828,-0.3771664183840191,0.0030571560224708985,-0.3693131019490497
committed,15,13.892013527270159,74.31114112043069,1,83.48648956020656,-9.175348439775874,0.04347814854821831,-1.3262609808767138,0.03997644178963529,-1.2971089041271404
committed,16,13.611820548603548,88.08832906550144,1,82.7517600941058,5.336568971395636,0.042351126938838454,0.7709262800040894,0.013141785507328864,0.7544248783270164
committed,17,6.164299380952148,58.7178140753938,1,63.22267240132162,-4.50485832592782,0.09302271521965627,-0.6687084435553551,0.022931698321426067,-0.636846860339507
committed,18,16.88644242223078,100,1,91.33856049267955,8.661439507320452,0.0692598200047825,1.2691989961065917,0.05993525258830451,1.2244581643134178
committed,19,11.314480656237874,79.48143235979371,1,76.72761444776467,2.7538179120290494,0.041406194479137924,0.39762326405847814,0.0034146349083558286,0.38930420544605965
committed,20,15.560725659071393,96.4573181044458,1,87.86223080650316,8.59508729794264,0.05474632634020612,1.2497696673012433,0.04523103983676269,1.2150780255473124
committed,21,9.725279567495875,87.48544800903193,1,72.56036916911879,14.92507883991314,0.04940547819242665,2.1640777262416857,0.12170138327010661,2.1099419586210066
committed,22,5.357950150925233,59.760504775936255,1,61.10824204661467,-1.3477372706784152,0.10783298073403333,-0.20171399512426808,0.0024589376234473103,-0.19052813369381802
committed,23,14.528550885240016,75.42764879043396,1,85.15563471651993,-9.727985926085964,0.046855995355888996,-1.4086319937121645,0.048772132850228536,-1.3752346569475715
committed,24,9.381107481919654,67.6799822728468,1,71.6578719906185,-3.9778897177717027,0.052070086054005996,-0.5775884487172391,0.009162607213184345,-0.5623498885545877
committed,25,12.226150601719576,80.5042723651273,1,79.11821957816976,1.3860527869575492,0.040011398380924,0.19998646644446244,0.0008334678876778263,0.19594475603335143
committed_exp,1,2,71.79068633953113,1,60.52462941611017,11.266056923420962,0.1356130759790248,1.198652036163847,0.11270667495763659,1.1144156996530559
committed_exp,2,4,74.20982019376142,1,65.07296690666496,9.136853287096457,0.09500167354680349,0.9500534596726853,0.04737503804259302,0.9037991568637538
committed_exp,3,11,89.46372210407873,1,80.99214812360674,8.471573980471987,0.04072297221912306,0.8555932823738613,0.01553818042962296,0.8379910654440026
committed_exp,4,14,88.97407343942034,1,87.81465435943893,1.1594190799814044,0.05929934173825728,0.11824696415136215,0.00044070545681276714,0.1146874042969275
committed_exp,5,15,100,1,90.08882310471634,9.91117689528366,0.07106995425638736,1.0172062101447632,0.03958138949739701,0.9803936913527375
committed_exp,6,22,100,1,106.0080043216581,-6.008004321658106,0.23156309271449282,-0.6779558446585219,0.06925225961705635,-0.5942997079768105
committed_exp,7,2,46.48800584016934,1,60.52462941611017,-14.03662357594083,0.1356130759790248,-1.4934264529757038,0.17495689476470128,-1.3884745824982714
committed_exp,8,8,80.38833524923822,1,74.16964188777456,6.218693361463664,0.047249804752872916,0.6302094336762866,0.009848288803779907,0.6151406441890204
committed_exp,9,5,68.9085232740159,1,67.34713565194237,1.5613876220735392,0.07887983933950682,0.16092661220596322,0.0011088568182457928,0.15444932429423044
committed_exp,10,1,46.092069658324995,1,58.25046067083278,-12.158391012507785,0.16010264420394948,-1.3123155640975837,0.16414167246107247,-1.2026835936441331
committed_exp,11,17,97.46484045573558,1,94.63716059527113,2.827679860464457,0.10297891331027556,0.2953277066928841,0.0050063826714092895,0.2797084065449122
committed_exp,12,18,77.86956229132576,1,96.91132934054852,-19.041767049222756,0.12311725984603367,-2.011461698767499,0.28403441095165893,-1.8835733116770415
committed_exp,13,19,100,1,99.18549808582591,0.8145019141740875,0.14604485105433443,0.08718662351451223,0.0006500113066173526,0.08056889173585374
committed_exp,14,11,74.30513589063216,1,80.99214812360674,-6.687012232974581,0.04072297221912306,-0.6753600640062077,0.009681355772265714,-0.661465805370355
committed_exp,15,13,74.31114112043069,1,85.54048561416154,-11.22934449373085,0.050317973892669864,-1.1398312945042623,0.03441882849794404,-1.1107841799210707
committed_exp,16,9,88.08832906550144,1,76.44381063305195,11.644518432449487,0.04228494923574696,1.177005946155108,0.030582770035578872,1.1518523512022747
committed_exp,17,6,58.7178140753938,1,69.62130439721976,-10.903490321825963,0.06554724980475285,-1.115737807348259,0.043660774112796334,-1.0785513403893152
committed_exp,18,13,100,1,85.54048561416154,14.45951438583846,0.050317973892669864,1.4677087348700133,0.05706826759965899,1.4303060911611807
committed_exp,19,11,79.48143235979371,1,80.99214812360674,-1.5107157638130246,0.04072297221912306,-0.15257592769351072,0.0004941257271871613,-0.14943696595448894
committed_exp,20,12,96.4573181044458,1,83.26631686888413,13.191001235561671,0.044125850719625125,1.3346048020180676,0.04111191865356351,1.3048273207720507
committed_exp,21,9,87.48544800903193,1,76.44381063305195,11.041637375979974,0.04228494923574696,1.116067866799977,0.027497975079916585,1.0922165692317152
committed_exp,22,7,59.760504775936255,1,71.89547314249715,-12.134968366560898,0.05500390494254155,-1.2348065430121133,0.04437428388087983,-1.2003666725999689
committed_exp,23,12,75.42764879043396,1,83.26631686888413,-7.838668078450169,0.044125850719625125,-0.7930803638106008,0.014517665088952624,-0.7753852861185044
committed_exp,24,7,67.6799822728468,1,71.89547314249715,-4.215490869650353,0.05500390494254155,-0.42895173276230697,0.005354887685750549,-0.41698788128046904
committed_exp,25,9,80.5042723651273,1,76.44381063305195,4.060461732075353,0.04228494923574696,0.4104238084650986,0.0037186439461989445,0.401652710688699
missing,1,9.651693900956824,71.79068633953113,1,72.83123408606225,-1.040547746531118,0.06115760335482967,-0.14321175438731437,0.0006680132839994988,-0.1387634253310672
missing,2,9.441194418280608,74.20982019376142,1,72.29303946199488,1.9167807317665364,0.06336573411290902,0.2641194673353327,0.002359691664934439,0.2556144692400811
missing,3,12.00793862171911,89.46372210407873,1,78.85556357884285,10.60815852523588,0.046350529263001046,1.4486337988421358,0.050998001492228516,1.4146630160163165
missing,4,NA,88.97407343942034,0,NA,NA,NA,NA,NA,NA
missing,5,22.555956255221613,100,1,105.82421125790103,-5.824211257901027,0.20309698649565444,-0.870056355220009,0.09646344813568823,-0.7766943003743664
missing,6,21.117782798062436,100,1,102.1471607812021,-2.1471607812021034,0.16025762597032356,-0.31246726811235487,0.009316476685370882,-0.286337062118873
missing,7,1.8588664833914819,46.48800584016934,1,52.90691993052746,-6.418914090358115,0.23972313474164775,-0.9817223407447003,0.1519446893230283,-0.856001571339049
missing,8,10.017335729243493,80.38833524923822,1,73.76608895513925,6.6222462940989715,0.05766721801417625,0.9097376693308111,0.02532369422830973,0.8831171680670766
missing,9,5.952358831420448,68.9085232740159,1,63.37295788634916,5.535565387666743,0.12111138966977625,0.7874229448841041,0.04272059439000848,0.7382016028552928
missing,10,3.8403014836155016,46.092069658324995,1,57.97295454259251,-11.880884884267516,0.17545246456563673,-1.744833286222004,0.3239079853723445,-1.5843888836443294
missing,11,18.633253822973792,97.46484045573558,1,95.79484047745532,1.6699999782802593,0.102219674754715,0.2350414308957489,0.003145018903712212,0.2227047418645738
missing,12,15.479023990584466,77.86956229132576,1,87.73026227858135,-9.860699987255586,0.05768108870330692,-1.35463343532622,0.05616284865777474,-1.314984834626881
missing,13,21.373719295179896,100,1,102.80152650742636,-2.8015265074263596,0.16738550046865203,-0.4094357399899679,0.016850600010037246,-0.3736007459746466
missing,14,11.386910879023658,74.30513589063216,1,77.26775068606963,-2.9626147954374744,0.048487435652908764,-0.4050241529442305,0.00417971373258682,-0.39508285739111804
missing,15,13.892013527270159,74.31114112043069,1,83.67267273567396,-9.361531615243265,0.04760127552016386,-1.2792355043503219,0.0408950551657335,-1.2484176700270098
missing,16,13.611820548603548,88.08832906550144,1,82.95628924198269,5.1320398235187525,0.04667890409039972,0.7009441486105196,0.012028688583763965,0.6843889934132984
missing,17,6.164299380952148,NA,0,NA,NA,NA,NA,NA,NA
missing,18,16.88644242223078,100,1,91.32867983331941,8.671320166680587,0.07352582035489472,1.2013832160123854,0.05727164843846711,1.1563737391986895
missing,19,11.314480656237874,79.48143235979371,1,77.08256468927898,2.3988676705147327,0.0488189628799678,0.32801046391880606,0.002761027718358744,0.3199037199266353
missing,20,15.560725659071393,96.4573181044458,1,87.93915304732795,8.518165057117855,0.05842340872674226,1.170661197168507,0.04251710549520225,1.1359495657950867
missing,21,9.725279567495875,87.48544800903193,1,73.01937426406282,14.466073744969108,0.06041994631146258,1.9902002621888422,0.12735327245286082,1.9291396772860165
missing,22,NA,59.760504775936255,0,NA,NA,NA,NA,NA,NA
missing,23,14.528550885240016,75.42764879043396,1,85.30013984258545,-9.872491052151489,0.0506528586520478,-1.3512236066183683,0.0487083441192557,-1.3165572454640684
missing,24,9.381107481919654,67.6799822728468,1,72.13941216697731,-4.459429894130508,0.0640226844943139,-0.6146949963194539,0.012922838512236122,-0.5946923331449473
missing,25,12.226150601719576,80.5042723651273,1,79.41347713307229,1.0907952320550152,0.04589975320246999,0.1489221253156414,0.0005334636076461063,0.14546423577327278
leverage,1,0.4,5.03886503284085,1,4.744086348347123,0.29477868449372746,0.053876049898116396,0.2599327042644465,0.0019237098320672317,0.2528336901124881
leverage,2,0.8,4.247432058326312,1,5.420103432398913,-1.1726713740726016,0.052142537647234234,-1.0331031216779654,0.02935664910389815,-1.0058082432427935
leverage,3,1.2000000000000002,6.350536668084812,1,6.0961205164507035,0.2544161516341088,0.050512399980120276,0.22394372469332335,0.0013340020744659394,0.21821447012814385
leverage,4,1.6,6.597883013592225,1,6.772137600502493,-0.1742545869102683,0.048985636896774515,-0.15326025635764012,0.0006049378835329427,-0.14945934881016773
leverage,5,2,8.159381120584769,1,7.448154684554282,0.7112264360304863,0.047562248397196964,0.6250697143205791,0.009755571003107272,0.6100237696493542
leverage,6,2.4000000000000004,6.499317819198206,1,8.124171768606072,-1.624853949407866,0.04624223448138761,-1.4270334516117777,0.049367261448998404,-1.3936483251094176
leverage,7,2.8000000000000003,8.781830075878851,1,8.800188852657861,-0.0183587767790101,0.04502559514934645,-0.016113383456784043,6.120842706971221e-06,-0.015746448176741732
leverage,8,3.2,8.614161895896709,1,9.476205936709652,-0.8620440408129433,0.04391233040107351,-0.7561700328529667,0.013130996844092455,-0.7393810588867544
leverage,9,3.6,10.576130519322199,1,10.152223020761442,0.42390749856075693,0.042902440236568765,0.37164805244874827,0.003095704603628228,0.363588355486236
leverage,10,4,11.344315254714608,1,10.828240104813231,0.5160751499013774,0.04199592465583222,0.4522391289295325,0.0044827659816877525,0.44264117925968
leverage,11,4.4,11.78626403407149,1,11.504257188865022,0.28200684520646746,0.04119278365886388,0.24702042807161217,0.001310767278461828,0.24187919636383878
leverage,12,4.800000000000001,13.432005517252872,1,12.180274272916812,1.2517312443360602,0.04049301724566374,1.0960387021813471,0.025348588583092434,1.0736184337009511
leverage,13,5.2,13.219472063526982,1,12.856291356968601,0.3631807065583814,0.0398966254162318,0.3179088645857777,0.0020998750205307934,0.31150257141055315
leverage,14,5.6000000000000005,17.067598387314003,1,13.53230844102039,3.535289946293613,0.039403608170568066,3.0938085086544356,0.19631428570506435,3.032242321978385
leverage,15,6,12.410989168074218,1,14.20832552507218,-1.7973363569979615,0.03901396550867253,-1.5725689200376134,0.05019869185691428,-1.5415876636181964
leverage,16,6.4,14.547477809536854,1,14.884342609123971,-0.3368647995871168,0.0387276974305452,-0.29469399373862254,0.0017493947577579385,-0.288931238345447
leverage,17,6.800000000000001,17.043990875781954,1,15.56035969317576,1.483631182606194,0.038544803936186076,1.29777766041467,0.0337603843680889,1.2725205939110587
leverage,18,7.2,14.64661592515098,1,16.236376777227548,-1.5897608520765676,0.03846528502559515,-1.390555031570836,0.038676783767393884,-1.3635487359515805
leverage,19,7.6000000000000005,16.586786226122754,1,16.91239386127934,-0.32560763515658664,0.03848914069877243,-0.28481073211437025,0.0016235539565710743,-0.2792758915619364
leverage,20,8,17.349481342894574,1,17.588410945331127,-0.2389296024365528,0.03861637095571791,-0.20900682408184076,0.0008773354374076755,-0.20493155115640257
leverage,21,8.4,19.363084016969335,1,18.26442802938292,1.0986559875864153,0.03884697579643159,0.9611791144119164,0.018669957673399663,0.9423247409585478
leverage,22,8.8,17.452057863139245,1,18.94044511343471,-1.4883872502954638,0.03918095522091348,-1.3023688690608335,0.03458369834920232,-1.2765999056373054
leverage,23,9.200000000000001,18.81636618926929,1,19.6164621974865,-0.8000960082172099,0.03961830922916356,-0.7002595406968861,0.010114400329967903,-0.686247808416871
leverage,24,9.600000000000001,20.648182219895173,1,20.29247928153829,0.35570293835688105,0.04015903782118185,0.31140578746322206,0.0020286512018555126,0.30508883857421104
leverage,25,10,20.7976906988396,1,20.968496365590077,-0.17080566675047848,0.04080314099696834,-0.1495847320665884,0.0004759160903461795,-0.14650118644371085
leverage,26,60,105.5,1,105.47063187206379,0.02936812793620902,0.9353908851448735,0.0990987632731743,0.07108955832663583,0.025189243823921657
outlier,1,0.4,5.03886503284085,1,8.344106228074773,-3.305241195233923,0.053876049898116396,-1.3010664759982986,0.04819663170545158,-1.2655330891861725
outlier,2,0.8,4.247432058326312,1,8.71032260639623,-4.462890548069919,0.052142537647234234,-1.755153348924562,0.08473235327580976,-1.7087816980324704
outlier,3,1.2000000000000002,6.350536668084812,1,9.07653898471769,-2.7260023166328775,0.050512399980120276,-1.0711540144906306,0.030519860909594153,-1.0437501922315569
outlier,4,1.6,6.597883013592225,1,9.442755363039147,-2.8448723494469226,0.048985636896774515,-1.116965075364027,0.03213149075627934,-1.0892639538462137
outlier,5,2,8.159381120584769,1,9.808971741360606,-1.6495906207758377,0.047562248397196964,-0.6471846766744,0.010458086554897085,-0.6316064065803326
outlier,6,2.4000000000000004,6.499317819198206,1,10.175188119682064,-3.675870300483858,0.04624223448138761,-1.4411576244602111,0.050349330065755545,-1.4074420661121547
outlier,7,2.8000000000000003,8.781830075878851,1,10.541404498003523,-1.7595744221246719,0.04502559514934645,-0.6894172127301181,0.011204745048754296,-0.6737177478289332
