grp,y
All,11.566653819254967
All,11.94769526175639
All,10.85475976046766
All,9.114959113410295
All,8.044939764669806
All,8.454471024888026
All,10.033627800968699
All,11.587335727698306
All,11.939779621690173
All,10.824236970483513
All,9.084928212449357
All,8.038127539867016
All,8.476032832161936
All,10.067246094442273
All,11.607568853103242
All,11.931315553098555
All,10.793481146261223
All,9.055156027203068
All,8.031869989836713
All,8.498025506456647
All,10.100845375613629
All,11.627347475014211
All,11.922305449004233
All,10.76250098330988
All,9.025650975078982
All,8.026168883758702
All,8.520442829844214
All,10.13441614505095
All,11.646666001476163
All,11.912751856809006
All,10.731305240565236
All,8.996421397958851
All,8.02102583349093
All,8.543278464336813
All,10.167948911383494
All,11.66551897061556
All,11.90265747757356
All,10.699902737913325
All,8.967475559840146
All,8.01644229311377
All,8.566525953678685
All,10.201434193985015
All,11.68390105218461
All,11.892025165253816
All,10.668302353696841
All,8.938821644499592
All,8.012419558518907
All,8.590178725171503
All,10.234862525654192
All,11.701807049068236
All,11.880857925894013
All,10.636513022204962
All,8.910467753179377
All,8.00895876704297
All,8.614230091532608
All,10.268224455291314
All,11.719231898753499
All,11.86915891677683
All,10.604543731147453
All,8.882421902296768
All,8.006060897145952
All,8.638673252785754
All,10.301510550570338
All,11.736170674760842
All,11.856931445530757
All,10.572403519113507
All,8.85469202117756
All,8.003726768134593
All,8.66350129818357
All,10.334711400605613
All,11.752618588037002
All,11.844178969194905
All,10.540101473016332
All,8.827285949814332
All,8.00195703993073
All,8.688707208161496
All,10.367817618612685
All,11.76857098830897
All,11.83090509324161
All,10.507646725524072
All,8.800211436649825
All,8.000752212884722
All,8.714283856322321
All,10.400819844562164
All,11.784023365398742
All,11.817113570557119
All,10.47504845247768
All,8.773476136386222
All,8.000112627633985
All,8.740224011451092
All,10.433708747825962
All,11.798971350498505
All,11.802808300380468
All,10.442315870296666
All,8.747087607820994
All,8.00003846500669
All,8.766520339559518
All,10.466475029815486
All,11.813410717405802
All,11.787993327201116
All,10.409458233373487
All,8.721053311709813
All,8.000529745970628
All,8.793165405959535
All,10.499109426610488
All,11.827337383718353
All,11.772672839615439
All,10.376484831456885
All,8.69538060865716
All,8.001586331627292
All,8.820151677365194
All,10.531602711578255
All,11.840747411988339
All,11.756851169142488
All,10.343404987025556
All,8.670076757035384
All,8.003207923251145
All,8.847471524022673
All,10.563945697982259
All,11.85363701083557
All,11.740532788999408
All,10.31022805265239
All,8.645148910932418
All,8.005394062374073
All,8.875117221867313
All,10.596129241579387
All,11.866002536019426
All,11.723722312836653
All,10.276963408360215
All,8.620604118129222
All,8.00814413091501
All,8.903080954707457
All,10.628144243205432
All,11.877840491469197
All,11.706424493433637
All,10.243620458969936
All,8.596449318107153
All,8.011457351354684
All,8.93135481643431
All,10.659981651347564
All,11.889147530272469
All,11.68864422135498
All,10.210208631441319
All,8.572691340085989
All,8.015332786955451
All,8.959930813257127
All,10.691632464703495
All,11.899920455621467
All,11.670386523567812
All,10.176737372208002
All,263.9174183855057
All,8.019769342026127
All,8.988800865963444
All,10.723087734726256
All,11.910156221716788
All,11.651656562020495
All,10.143216144506388
All,8.526392604064428
All,8.024765762231763
All,9.017956812203062
All,10.754338568154493
All,11.919851934628637
All,11.632459632183252
All,10.10965442570055
All,8.503864935977626
All,8.030320634948312
All,9.047390408796067
All,10.785376129526481
All,11.929004853114897
All,11.612801161550973
All,10.07606170460227
All,8.481760266017886
All,8.036432389661975
All,9.077093334063033
All,10.81619164367832
All,11.937612389396282
All,11.592686708108602
All,10.042447478788699
All,8.460084843777459
All,8.04309929841324
All,9.107057190178185
All,10.846776398225055
All,11.945672109887855
All,11.572121958759976
All,10.00882125191695
All,8.43884479748843
All,8.050319476285464
All,9.137273505543337
All,10.877121746023557
All,11.953181735887132
All,11.551112727719708
All,9.975192531036999
All,8.418046132290357
All,8.05809088193771
All,9.167733737183198
All,10.907219107617703
All,11.960139144218356
All,11.529664954869599
All,9.941570823904165
All,8.39769472853234
All,8.066411318181988
All,9.198429273160857
All,10.937059973663674
All,11.966542367832696
All,11.507784704079159
All,9.907965636290568
All,8.37779634011038
All,8.075278432604362
All,9.229351435012251
All,10.966635907335926
All,11.97238959636448
All,11.48547816149108
All,9.874386469297981
All,8.358356592840856
All,8.084689718230095
All,9.260491480200225
All,10.995938546712663
All,11.977679176642948
All,11.462751633772509
All,9.840842816671433
All,8.339380982869654
All,8.094642514232468
All,9.291840604585907
All,11.024959607139634
All,11.982409613159698
All,11.439611546331669
All,9.80734416211491
All,8.320874875118516
All,8.105134006684976
All,9.323389944918045
All,11.053690883572816
All,11.98657956849152
All,11.416064441501494
All,9.773899976610444
All,8.30284350176811
All,8.116161229357019
All,9.355130581339044
All,11.082124252897868
All,11.990187863678463
All,11.392116976689824
All,9.740519715739953
