value,grp
11.013973448687072,G1
8.93948605626801,G1
10.20692941338746,G1
12.212835351380829,G1
8.655620950060431,G1
8.035449705976752,G1
11.623678174658806,G1
11.008350886624854,G1
9.609164052970137,G1
8.438412884656957,G1
9.740304474154717,G2
12.04486492476716,G2
9.8345820001527,G2
10.989644049758203,G2
9.807727870528373,G2
9.767102528791446,G2
10.449305238000226,G2
12.264596818004124,G2
9.520550583955925,G2
9.864724165108218,G2
15.015310450899026,G3
13.412926127922443,G3
10.013187657792303,G3
7.856392400903325,G3
6.128340149547546,G3
9.898605735618268,G3
10.085449362826804,G3
9.66967230650039,G3
9.97656631647196,G3
11.729571585347669,G3
