value,grp
9.689424363019704,G1
9.472441427526544,G1
11.67975521870675,G1
8.8789453771473,G1
8.88575378091187,G1
10.386191943205827,G1
9.071860655921135,G1
9.001369245655342,G1
12.073129047735836,G2
16.03541392086425,G2
14.427624983082431,G2
12.822646470218386,G2
14.252721221514498,G2
12.260867061323673,G2
9.899153685637426,G2
10.341321479153427,G2
12.928541061558468,G3
13.70236005135955,G3
10.386834448632886,G3
12.711535655496494,G3
16.0566638787558,G3
13.505970556619735,G3
11.420844827958708,G3
15.346250002711692,G3
