after	A	1	16	16	2	0
after	A	1	17	16	2	0
after	A	1	18	16	2	0
after	A	1	19	16	2	0
after	A	1	20	16	2	0
after	A	1	21	16	2	0
after	A	1	22	16	2	0
after	A	1	23	16	2	0
after	A	1	24	16	2	0
after	A	1	25	25	1	0
after	A	1	26	25	1	0
after	A	1	27	25	1	0
after	A	1	28	25	1	0
after	A	1	29	25	1	0
after	A	1	30	25	1	0
after	A	1	31	25	1	0
after	A	1	32	25	1	0
after	A	1	33	25	1	0
after	A	1	34	25	1	0
after	A	1	35	25	1	0
after	A	1	36	25	1	0
after	A	1	37	25	1	0
after	A	1	38	25	1	0
after	A	1	39	25	1	0
after	A	1	40	25	1	0
after	A	1	41	25	1	0
after	A	1	42	25	1	0
after	A	1	43	25	1	0
after	A	1	44	25	1	0
after	A	1	45	25	1	0
after	A	1	46	25	1	0
after	A	1	47	25	1	0
after	A	1	48	25	1	0
after	A	1	49	25	1	0
after	A	1	50	25	1	0
after	A	1	51	25	1	0
after	A	1	52	25	1	0
after	A	1	53	25	1	0
after	A	1	54	25	1	0
after	A	1	55	25	1	0
after	A	1	56	25	1	0
after	A	1	57	25	1	0
after	A	1	58	25	1	0
after	A	1	59	25	1	0
after	A	1	60	25	1	0
after	A	1	61	25	1	0
after	A	1	62	25	1	0
after	A	1	63	25	1	0
after	A	1	64	25	1	0
after	A	1	65	25	1	0
after	A	1	66	25	1	0
after	A	1	67	25	1	0
after	A	1	68	25	1	0
after	A	1	69	25	1	0
after	A	1	70	25	1	0
after	A	1	71	25	1	0
after	A	1	72	25	1	0
after	A	2	16	16	4	0
after	A	2	17	16	4	0
after	A	2	18	16	4	0
after	A	2	19	19	4	0
after	A	2	20	19	4	0
after	A	2	21	21	3	0
after	A	2	22	21	3	0
after	A	2	23	21	3	0
after	A	2	24	21	3	0
after	A	2	25	21	3	0
after	A	2	26	21	3	0
after	A	2	27	21	3	0
after	A	2	28	21	3	0
after	A	2	29	21	3	0
after	A	2	30	21	3	0
after	A	2	31	31	2	0
after	A	2	32	31	2	0
after	A	2	33	31	2	0
after	A	2	34	31	2	0
after	A	2	35	31	2	0
after	A	2	36	31	2	0
after	A	2	37	31	2	0
after	A	2	38	31	2	0
after	A	2	39	31	2	0
after	A	2	40	31	2	0
after	A	2	41	41	2	0
after	A	2	42	41	2	0
after	A	2	43	41	2	0
after	A	2	44	41	2	0
after	A	2	45	41	2	0
after	A	2	46	41	2	0
after	A	2	47	41	2	0
after	A	2	48	41	2	0
after	A	2	49	41	2	0
after	A	2	50	41	2	0
after	A	2	51	41	2	0
after	A	2	52	41	2	0
after	A	2	53	41	2	0
after	A	2	54	41	2	0
after	A	2	55	55	1	0
after	A	2	56	55	1	0
after	A	2	57	55	1	0
after	A	2	58	55	1	0
after	A	2	59	55	1	0
after	A	2	60	55	1	0
after	A	2	61	55	1	0
after	A	2	62	55	1	0
after	A	2	63	55	1	0
after	A	2	64	55	1	0
after	A	2	65	55	1	0
after	A	2	66	55	1	0
after	A	2	67	55	1	0
after	A	2	68	55	1	0
after	A	2	69	55	1	0
after	A	2	70	55	1	0
after	A	2	71	55	1	0
after	A	2	72	55	1	0
after	A	3	16	15	4	0
after	A	3	17	15	4	0
after	A	3	18	18	3	0
after	A	3	19	18	3	0
after	A	3	20	18	3	0
after	A	3	21	18	3	0
after	A	3	22	18	3	0
after	A	3	23	18	3	0
after	A	3	24	24	2	0
after	A	3	25	24	2	0
after	A	3	26	24	2	0
after	A	3	27	24	2	0
after	A	3	28	24	2	0
after	A	3	29	24	2	0
after	A	3	30	24	2	0
after	A	3	31	24	2	0
after	A	3	32	24	2	0
after	A	3	33	24	2	0
after	A	3	34	34	2	0
after	A	3	35	34	2	0
after	A	3	36	34	2	0
after	A	3	37	34	2	0
after	A	3	38	34	2	0
after	A	3	39	34	2	0
after	A	3	40	34	2	0
after	A	3	41	34	2	0
after	A	3	42	34	2	0
after	A	3	43	43	1	0
after	A	3	44	43	1	0
after	A	3	45	43	1	0
after	A	3	46	43	1	0
